,NumberOfFatomsOnSameCarbon,NMR_Peak,SMILES,Compound name,Sovelnt_used_for_NMR
13_COOH_11,2,-123.11,C(=O)(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluorooctanedioic Acid",CD3OD
14_COOH_11,2,-123.11,C(=O)(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluorooctanedioic Acid",CD3OD
16_COOH_11,2,-121.93,C(=O)(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluorooctanedioic Acid",CD3OD
17_COOH_11,2,-121.93,C(=O)(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluorooctanedioic Acid",CD3OD
19_COOH_11,2,-119.24,C(=O)(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluorooctanedioic Acid",CD3OD
20_COOH_11,2,-119.24,C(=O)(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"2,2,3,3,4,4,5,5,6,6,7,7-dodecafluorooctanedioic Acid",CD3OD
4_COOH_12,2,-119.21,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
5_COOH_12,2,-119.21,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
7_COOH_12,2,-121.86,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
8_COOH_12,2,-121.86,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
10_COOH_12,2,-122.11,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
11_COOH_12,2,-122.11,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
13_COOH_12,2,-123,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
14_COOH_12,2,-123,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
16_COOH_12,2,-122.11,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
17_COOH_12,2,-122.11,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
19_COOH_12,2,-121.86,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
20_COOH_12,2,-121.86,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
22_COOH_12,2,-119.21,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
23_COOH_12,2,-119.21,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-tetradecafluorononanedioic acid",CD3OD
5_COOH_13,2,-112.44,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 fluorotelomer carboxylic acid,CDCl3
6_COOH_13,2,-112.44,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 fluorotelomer carboxylic acid,CDCl3
8_COOH_13,2,-124.14,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 fluorotelomer carboxylic acid,CDCl3
9_COOH_13,2,-124.14,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 fluorotelomer carboxylic acid,CDCl3
11_COOH_13,2,-126.12,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 fluorotelomer carboxylic acid,CDCl3
12_COOH_13,2,-126.12,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 fluorotelomer carboxylic acid,CDCl3
14_COOH_13,3,-81.23,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 fluorotelomer carboxylic acid,CDCl3
15_COOH_13,3,-81.23,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 fluorotelomer carboxylic acid,CDCl3
16_COOH_13,3,-81.23,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4:2 fluorotelomer carboxylic acid,CDCl3
5_COOH_14,2,-112.18,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
6_COOH_14,2,-112.18,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
8_COOH_14,2,-121.95,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
9_COOH_14,2,-121.95,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
11_COOH_14,2,-122.97,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
12_COOH_14,2,-122.97,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
14_COOH_14,2,-123.17,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
15_COOH_14,2,-123.17,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
17_COOH_14,2,-126.27,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
18_COOH_14,2,-126.27,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
20_COOH_14,3,-80.97,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
21_COOH_14,3,-80.97,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
22_COOH_14,3,-80.97,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6:2 fluorotelomer carboxylic acid,CDCl3
5_COOH_15,2,-112.16,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
6_COOH_15,2,-112.16,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
8_COOH_15,2,-121.73,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
9_COOH_15,2,-121.73,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
11_COOH_15,2,-122,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
12_COOH_15,2,-122,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
14_COOH_15,2,-122,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
15_COOH_15,2,-122,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
17_COOH_15,2,-122.82,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
18_COOH_15,2,-122.82,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
20_COOH_15,2,-123.11,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
21_COOH_15,2,-123.11,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
23_COOH_15,2,-126.23,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
24_COOH_15,2,-126.23,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
26_COOH_15,3,-80.93,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
27_COOH_15,3,-80.93,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
28_COOH_15,3,-80.93,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8:2 fluorotelomer carboxylic acid,CDCl3
5_COOH_16,1,-109.19,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,(E)-4:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
7_COOH_16,2,-119.93,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,(E)-4:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
8_COOH_16,2,-119.93,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,(E)-4:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
10_COOH_16,2,-127.28,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,(E)-4:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
11_COOH_16,2,-127.28,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,(E)-4:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
13_COOH_16,3,-80.91,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,(E)-4:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
14_COOH_16,3,-80.91,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,(E)-4:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
15_COOH_16,3,-80.91,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,(E)-4:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
5_COOH_17,1,-109.08,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
7_COOH_17,2,-118.89,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
8_COOH_17,2,-118.89,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
10_COOH_17,2,-122.91,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
11_COOH_17,2,-122.91,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
13_COOH_17,2,-123.05,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
14_COOH_17,2,-123.05,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
16_COOH_17,2,-126.33,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
17_COOH_17,2,-126.33,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
19_COOH_17,3,-80.96,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
20_COOH_17,3,-80.96,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
21_COOH_17,3,-80.96,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-6:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
5_COOH_18,1,-109.02,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
7_COOH_18,2,-118.82,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
8_COOH_18,2,-118.82,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
10_COOH_18,2,-121.9,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
11_COOH_18,2,-121.9,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
13_COOH_18,2,-122.09,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
14_COOH_18,2,-122.09,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
16_COOH_18,2,-122.82,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
17_COOH_18,2,-122.82,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
19_COOH_18,2,-122.82,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
20_COOH_18,2,-122.82,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
22_COOH_18,2,-126.24,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
23_COOH_18,2,-126.24,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
25_COOH_18,3,-80.93,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
26_COOH_18,3,-80.93,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
27_COOH_18,3,-80.93,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,(Z)-8:2 Fluorotelomer unsaturated carboxylic acid,CDCl3
5_COOH_19,1,-108.98,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
7_COOH_19,2,-118.82,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
8_COOH_19,2,-118.82,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
10_COOH_19,2,-121.88,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
11_COOH_19,2,-121.88,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
13_COOH_19,2,-121.88,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
14_COOH_19,2,-121.88,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
16_COOH_19,2,-121.88,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
17_COOH_19,2,-121.88,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
19_COOH_19,2,-121.88,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
20_COOH_19,2,-121.88,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
22_COOH_19,2,-122.79,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
23_COOH_19,2,-122.79,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
25_COOH_19,2,-122.79,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
26_COOH_19,2,-122.79,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
28_COOH_19,2,-126.24,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
29_COOH_19,2,-126.24,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
31_COOH_19,3,-80.95,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
32_COOH_19,3,-80.95,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
33_COOH_19,3,-80.95,O=C(O)/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"(Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluoro-2-dodecenoic acid",CDCl3
4_COOH_20,2,-119.21,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,7H-perfluoroheptanoic acid,CDCl3
5_COOH_20,2,-119.21,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,7H-perfluoroheptanoic acid,CDCl3
7_COOH_20,2,-122.09,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,7H-perfluoroheptanoic acid,CDCl3
8_COOH_20,2,-122.09,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,7H-perfluoroheptanoic acid,CDCl3
10_COOH_20,2,-123.12,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,7H-perfluoroheptanoic acid,CDCl3
11_COOH_20,2,-123.12,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,7H-perfluoroheptanoic acid,CDCl3
13_COOH_20,2,-123.67,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,7H-perfluoroheptanoic acid,CDCl3
14_COOH_20,2,-123.67,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,7H-perfluoroheptanoic acid,CDCl3
16_COOH_20,2,-129.73,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,7H-perfluoroheptanoic acid,CDCl3
